fees_status,day,month,advertising_channel,advertisement,enrolled_courses,paid_fees,number_of_phone_calls,average_call_duration,training_models,training_levels,area_code,sale_team,consultant
Paid,21,Sep,Facebook Page,AD01-9361,2,"EGP 12,000,000 ",3,2:12,GK,KJI. L4,A1,Abdullah,Reham
Paid,30,Sep,Company Website,AD01-9364,4,"EGP 15,000,000 ",1,2:12,GK,Fndn. L1,B13,Mohammed,Habib
Paid,24,Sep,Youtube Channel,AD01-9362,5,"EGP 25,000,000 ",2,2:12,GK,KJI. L4,A2,Ahmed,Khalil
Paid,24,Sep,WhatsApp,AD01-9361,3,"EGP 15,000,000 ",2,2:12,GK,Fndn. L6,A4,Mohammed,Kisho
Paid,30,Sep,Google Ad,AD01-9364,2,"EGP 12,000,000 ",2,2:12,GK,Pre. L2,A7,Abdullah,Hisham
Paid,22,Sep,Google Ad,AD01-9364,3,"EGP 12,000,000 ",2,2:12,GK,KJI. L4,B12,Abdullah,Reham
Paid,26,Sep,Facebook Page,AD01-9365,5,"EGP 25,000,000 ",3,2:12,GK,Pre. L3,B18,Mohammed,Mohmed
Paid,29,Oct,Facebook Page,AD01-9362,1,"EGP 19,000,000 ",4,2:12,BE,Fndn. L3,B18,Salah,Dary
Paid,20,Oct,Company Website,AD01-9362,2,"EGP 38,000,000 ",5,2:12,BE,KJI. L4,C8,Salah,Sahar
Paid,4,Oct,Facebook Page,AD01-9364,5,"EGP 20,000,000 ",2,2:12,GK,Pre. L8,A1,Salah,John
Paid,20,Oct,Facebook Page,AD01-9361,2,"EGP 12,000,000 ",2,2:12,GK,KJI. L4,A1,Ahmed,Hany
Paid,22,Oct,Google Ad,AD01-9362,1,"EGP 7,000,000 ",1,2:12,GK,Fndn. L1,A2,Salah,Sahar
Paid,30,Oct,WhatsApp,AD01-9361,3,"EGP 15,000,000 ",2,2:12,GK,Pre. L3,B18,Mohammed,Kisho
Paid,3,Oct,Television Ad,AD01-9364,3,"EGP 15,000,000 ",2,2:12,GK,KJI. L4,B13,Salah,Dina
Paid,8,Oct,Television Ad,AD01-9363,4,"EGP 20,000,000 ",3,2:12,GK,Fndn. L5,B18,Abdullah,Reham
Paid,23,Oct,Television Ad,AD01-9362,3,"EGP 15,000,000 ",1,2:12,GK,Fndn. L5,C8,Ahmed,Hany
Paid,22,Nov,Facebook Page,AD01-9362,2,"EGP 38,000,000 ",3,2:12,BE,Pre. L4,B13,Salah,Dina
Paid,3,Nov,Facebook Page,AD01-9361,1,"EGP 19,000,000 ",3,2:12,BE,Fndn. L5,B18,Mohammed,Rony
Paid,6,Nov,Facebook Page,AD01-9361,3,"EGP 11,000,000 ",5,2:12,GK,Fndn. L6,A1,Ahmed,Hany
Paid,22,Nov,Facebook Page,AD01-9362,5,"EGP 25,000,000 ",2,2:12,GK,Fndn. L1,B12,Salah,Sahar
Paid,22,Nov,Google Ad,AD01-9364,2,"EGP 12,000,000 ",1,2:12,GK,Pre. L4,A2,Salah,Dina
Paid,11,Nov,Company Website,AD01-9362,3,"EGP 15,000,000 ",1,2:12,GK,Fndn. L6,B18,Salah,Sahar
Paid,17,Nov,Television Ad,AD01-9361,3,"EGP 15,000,000 ",5,2:12,GK,Fndn. L1,B18,Mohammed,Kisho
Paid,1,Nov,Company Website,AD01-9362,4,"EGP 20,000,000 ",1,2:12,GK,Fndn. L5,C8,Mohammed,Mohmed
Paid,11,Dec,Google Ad,AD01-9361,4,"EGP 20,000,000 ",3,2:12,CNI,Pre. L4,A2,Abdullah,Hisham
Paid,25,Dec,Google Ad,AD01-9362,2,"EGP 12,000,000 ",2,2:12,GK,Fndn. L5,A2,Abdullah,Hisham
Paid,24,Dec,Television Ad,AD01-9364,3,"EGP 15,000,000 ",3,2:12,GK,KJI. L4,B12,Ahmed,Hany
Paid,31,Dec,Television Ad,AD01-9361,2,"EGP 12,000,000 ",2,2:12,GK,Pre. L8,C8,Mohammed,Kisho
Paid,11,Jan,Google Ad,AD01-9364,5,"EGP 25,000,000 ",3,2:12,GK,Pre. L2,A7,Ahmed,Khalil
Paid,15,Jan,Facebook Page,AD01-9362,2,"EGP 12,000,000 ",1,2:12,GK,Fndn. L5,B12,Mohammed,Rony
Paid,14,Feb,Company Website,AD01-9361,2,"EGP 12,000,000 ",1,2:12,GK,Pre. L2,A1,Abdullah,Hisham
Paid,11,Feb,Television Ad,AD01-9362,1,"EGP 7,000,000 ",1,2:12,GK,Fndn. L1,A2,Mohammed,Rony
Paid,1,May,Company Website,AD01-9364,4,"EGP 20,000,000 ",2,2:12,CNI,Fndn. L5,B13,Salah,Dary
Paid,7,May,Company Website,AD01-9362,3,"EGP 15,000,000 ",1,2:12,GK,Pre. L2,B12,Salah,Sahar
Paid,1,May,Facebook Page,AD01-9361,3,"EGP 15,000,000 ",2,2:12,GK,KJI. L4,C8,Mohammed,Mohmed
Paid,6,Jul,Google Ad,AD01-9362,2,"EGP 38,000,000 ",1,2:12,BE,Fndn. L5,A7,Salah,Dina
Paid,31,Aug,Company Website,AD01-9361,1,"EGP 19,000,000 ",2,2:12,BE,KJI. L4,A1,Mohammed,Mohmed
Not Paid,14,Mar,WhatsApp,AD01-9362,0,EGP 0,4,2:12,,,A2,Mohammed,Mohmed
Not Paid,3,May,Television Ad,AD01-9363,0,EGP 0,1,2:12,,,C8,Mohammed,Kisho
Not Paid,8,Jun,Television Ad,AD01-9363,0,EGP 0,2,2:12,,,A2,Salah,John
Not Paid,30,Aug,Facebook Page,AD01-9362,0,EGP 0,1,2:12,,,B12,Salah,Dary
Not Paid,27,Sep,Television Ad,AD01-9362,0,EGP 0,3,2:12,,,B12,Ahmed,Hany
Not Paid,16,Sep,Company Website,AD01-9363,0,EGP 0,5,2:12,,,B13,Salah,John
Not Paid,9,Oct,Company Website,AD01-9361,0,EGP 0,5,2:12,,,A1,Abdullah,Hisham
Not Paid,9,Oct,WhatsApp,AD01-9361,0,EGP 0,2,2:12,,,A1,Salah,Dary
Not Paid,29,Oct,Television Ad,AD01-9364,0,EGP 0,4,2:12,,,B12,Salah,Sahar
Not Paid,29,Oct,Youtube Channel,AD01-9362,0,EGP 0,2,2:12,,,B12,Salah,Ahmed
Not Paid,21,Nov,Google Ad,AD01-9362,0,EGP 0,2,2:12,,,B12,Abdullah,Reham
Not Paid,21,Dec,Television Ad,AD01-9362,0,EGP 0,1,2:12,,,B12,Salah,Dary
Not Paid,14,Mar,WhatsApp,AD01-9362,0,EGP 0,4,2:12,,,A2,Mohammed,Mohmed
Not Paid,3,May,Television Ad,AD01-9363,0,EGP 0,1,2:12,,,C8,Mohammed,Kisho
Not Paid,8,Jun,Television Ad,AD01-9363,0,EGP 0,2,2:12,,,A2,Salah,John
Paid,11,Jan,WhatsApp,AD01-9365,3,"EGP 15,000,000 ",2,2:18,GK,KJI. L4,C8,Abdullah,Reham
Paid,30,Sep,Google Ad,AD01-9362,5,"EGP 25,000,000 ",2,2:18,GK,Fndn. L1,A1,Mohammed,Rony
Paid,1,Oct,Google Ad,AD01-9362,4,"EGP 11,000,000 ",2,2:18,CNI,Fndn. L3,C8,Salah,John
Paid,28,Oct,Google Ad,AD01-9362,2,"EGP 12,000,000 ",1,2:18,GK,Pre. L4,A1,Salah,Dina
Paid,4,Nov,Television Ad,AD01-9362,2,"EGP 12,000,000 ",5,2:18,GK,Pre. L2,C8,Salah,Jood
Paid,19,Nov,Google Ad,AD01-9362,5,"EGP 21,000,000 ",1,2:18,GK,Fndn. L1,A2,Mohammed,Mohmed
Paid,8,Nov,Television Ad,AD01-9364,4,"EGP 20,000,000 ",1,2:18,GK,Pre. L3,B18,Ahmed,Khalil
Paid,13,Dec,Facebook Page,AD01-9362,1,"EGP 19,000,000 ",3,2:18,BE,KJI. L4,B13,Ahmed,Khalil
Paid,16,Dec,Television Ad,AD01-9364,3,"EGP 15,000,000 ",3,2:18,GK,Pre. L4,A4,Salah,Jood
Paid,11,Jan,WhatsApp,AD01-9365,3,"EGP 15,000,000 ",2,2:18,GK,KJI. L4,C8,Abdullah,Reham
Not Paid,11,Jan,Youtube Channel,AD01-9362,0,EGP 0,4,2:18,,,A2,Salah,John
Not Paid,12,Mar,Television Ad,AD01-9365,0,EGP 0,4,2:18,,,A7,Mohammed,Mohmed
Not Paid,30,May,Company Website,AD01-9362,0,EGP 0,3,2:18,,,B12,Abdullah,Hisham
Not Paid,6,Dec,Company Website,AD01-9362,0,EGP 0,2,2:18,,,B18,Mohammed,Kenza
Not Paid,11,Jan,Youtube Channel,AD01-9362,0,EGP 0,4,2:18,,,A2,Salah,John
Not Paid,12,Mar,Television Ad,AD01-9365,0,EGP 0,4,2:18,,,A7,Mohammed,Mohmed
Not Paid,30,May,Company Website,AD01-9362,0,EGP 0,3,2:18,,,B12,Abdullah,Hisham
Paid,15,Jan,WhatsApp,AD01-9362,4,"EGP 20,000,000 ",3,2:25,CNI,Fndn. L3,C8,Salah,Sahar
Paid,1,May,WhatsApp,AD01-9362,2,"EGP 38,000,000 ",2,2:25,BE,Pre. L8,A1,Abdullah,Adam
Paid,1,May,Facebook Page,AD01-9361,2,"EGP 12,000,000 ",3,2:25,GK,Fndn. L5,B18,Salah,Dary
Paid,20,May,Facebook Page,AD01-9363,3,"EGP 15,000,000 ",2,2:25,GK,Fndn. L1,C8,Salah,Sahar
Paid,10,Sep,Facebook Page,AD01-9362,1,"EGP 19,000,000 ",3,2:25,BE,Pre. L3,B13,Mohammed,Mohmed
Paid,14,Sep,WhatsApp,AD01-9364,3,"EGP 11,000,000 ",2,2:25,GK,Fndn. L5,A2,Salah,Ahmed
Paid,1,Oct,Facebook Page,AD01-9361,1,"EGP 19,000,000 ",1,2:25,BE,Fndn. L1,A1,Mohammed,Kenza
Paid,11,Oct,Television Ad,AD01-9361,5,"EGP 21,000,000 ",1,2:25,GK,KJI. L4,A1,Salah,Ahmed
Paid,15,Oct,Television Ad,AD01-9362,2,"EGP 10,000,000 ",4,2:25,GK,Pre. L2,C8,Ahmed,Hany
Paid,29,Oct,Television Ad,AD01-9362,3,"EGP 15,000,000 ",1,2:25,GK,Fndn. L1,A7,Salah,Ahmed
Paid,8,Oct,Facebook Page,AD01-9362,2,"EGP 12,000,000 ",5,2:25,GK,Fndn. L6,B13,Mohammed,Mohmed
Paid,8,Oct,WhatsApp,AD01-9364,5,"EGP 25,000,000 ",3,2:25,GK,Fndn. L1,B18,Mohammed,Mohmed
Paid,10,Nov,WhatsApp,AD01-9361,1,"EGP 7,000,000 ",6,2:25,GK,KJI. L4,B12,Abdullah,Hisham
Paid,11,Nov,Company Website,AD01-9361,4,"EGP 20,000,000 ",2,2:25,GK,Pre. L2,A2,Mohammed,Rony
Paid,22,Nov,Youtube Channel,AD01-9364,2,"EGP 12,000,000 ",2,2:25,GK,Pre. L3,A2,Mohammed,Kisho
Paid,18,Nov,Facebook Page,AD01-9365,5,"EGP 25,000,000 ",4,2:25,GK,KJI. L4,B12,Abdullah,Reham
Paid,15,Jan,WhatsApp,AD01-9362,4,"EGP 20,000,000 ",3,2:25,CNI,Fndn. L3,C8,Salah,Sahar
Paid,1,May,WhatsApp,AD01-9362,2,"EGP 38,000,000 ",2,2:25,BE,Pre. L8,A1,Abdullah,Adam
Paid,1,May,Facebook Page,AD01-9361,2,"EGP 12,000,000 ",3,2:25,GK,Fndn. L5,B18,Salah,Dary
Paid,20,May,Facebook Page,AD01-9363,3,"EGP 15,000,000 ",2,2:25,GK,Fndn. L1,C8,Salah,Sahar
Not Paid,12,May,Television Ad,AD01-9361,0,EGP 0,2,2:25,,,B12,Ahmed,Hany
Not Paid,14,Jun,Television Ad,AD01-9362,0,EGP 0,1,2:25,,,C8,Mohammed,Rony
Not Paid,15,Aug,Television Ad,AD01-9361,0,EGP 0,2,2:25,,,A4,Salah,Dina
Not Paid,20,Sep,Google Ad,AD01-9361,0,EGP 0,1,2:25,,,B13,Abdullah,Reham
Not Paid,2,Oct,Television Ad,AD01-9361,0,EGP 0,2,2:25,,,A1,Mohammed,Habib
Not Paid,21,Oct,Facebook Page,AD01-9362,0,EGP 0,3,2:25,,,A1,Salah,Dina
Not Paid,23,Oct,Google Ad,AD01-9362,0,EGP 0,3,2:25,,,B18,Ahmed,Hany
Not Paid,14,Nov,Television Ad,AD01-9362,0,EGP 0,2,2:25,,,B12,Mohammed,Mohmed
Not Paid,16,Nov,WhatsApp,AD01-9362,0,EGP 0,3,2:25,,,B12,Abdullah,Hisham
Not Paid,12,May,Television Ad,AD01-9361,0,EGP 0,2,2:25,,,B12,Ahmed,Hany
Not Paid,14,Jun,Television Ad,AD01-9362,0,EGP 0,1,2:25,,,C8,Mohammed,Rony
Paid,11,Jan,WhatsApp,AD01-9362,5,"EGP 20,000,000 ",1,2:30,GK,Fndn. L5,B18,Abdullah,Reham
Paid,14,Feb,Google Ad,AD01-9362,2,"EGP 10,000,000 ",7,2:30,GK,Fndn. L5,B12,Salah,Dary
Paid,10,Jul,Facebook Page,AD01-9361,1,"EGP 7,000,000 ",1,2:30,GK,Pre. L2,A1,Salah,Dary
Paid,12,Jul,Company Website,AD01-9361,5,"EGP 25,000,000 ",2,2:30,GK,KJI. L4,A7,Abdullah,Hisham
Paid,22,Sep,Facebook Page,AD01-9362,1,"EGP 19,000,000 ",2,2:30,BE,Fndn. L1,C8,Ahmed,Hany
Paid,27,Sep,Television Ad,AD01-9362,5,"EGP 21,000,000 ",3,2:30,GK,Fndn. L1,B12,Mohammed,Mohmed
Paid,21,Oct,WhatsApp,AD01-9364,2,"EGP 38,000,000 ",3,2:30,BE,Fndn. L3,A1,Abdullah,Reham
Paid,24,Oct,Television Ad,AD01-9361,4,"EGP 20,000,000 ",2,2:30,CNI,Pre. L2,A1,Abdullah,Reham
Paid,5,Oct,Television Ad,AD01-9364,4,"EGP 11,000,000 ",4,2:30,CNI,KJI. L4,A4,Mohammed,Kisho
Paid,1,Oct,Facebook Page,AD01-9361,2,"EGP 12,000,000 ",1,2:30,GK,Fndn. L5,A1,Mohammed,Rony
Paid,8,Oct,WhatsApp,AD01-9362,3,"EGP 15,000,000 ",1,2:30,GK,Fndn. L1,A2,Mohammed,Kisho
Paid,28,Oct,Facebook Page,AD01-9362,3,"EGP 15,000,000 ",2,2:30,GK,Fndn. L6,A2,Salah,Dary
Paid,7,Oct,WhatsApp,AD01-9365,2,"EGP 12,000,000 ",1,2:30,GK,Fndn. L3,B18,Mohammed,Rony
Paid,30,Nov,Facebook Page,AD01-9364,3,"EGP 15,000,000 ",1,2:30,GK,Fndn. L5,B12,Abdullah,Reham
Paid,1,Nov,Company Website,AD01-9362,4,"EGP 20,000,000 ",3,2:30,GK,Pre. L3,B13,Ahmed,Khalil
Paid,5,Nov,WhatsApp,AD01-9364,2,"EGP 12,000,000 ",3,2:30,GK,KJI. L4,C8,Salah,Dary
Paid,1,Dec,Facebook Page,AD01-9361,2,"EGP 12,000,000 ",4,2:30,GK,KJI. L4,A7,Ahmed,Hany
Paid,2,Dec,Television Ad,AD01-9362,2,"EGP 12,000,000 ",1,2:30,GK,Pre. L4,C8,Ahmed,Hany
Paid,11,Jan,WhatsApp,AD01-9362,5,"EGP 20,000,000 ",1,2:30,GK,Fndn. L5,B18,Abdullah,Reham
Paid,14,Feb,Google Ad,AD01-9362,2,"EGP 10,000,000 ",7,2:30,GK,Fndn. L5,B12,Salah,Dary
Paid,10,Jul,Facebook Page,AD01-9361,1,"EGP 7,000,000 ",1,2:30,GK,Pre. L2,A1,Salah,Dary
Paid,12,Jul,Company Website,AD01-9361,5,"EGP 25,000,000 ",2,2:30,GK,KJI. L4,A7,Abdullah,Hisham
Not Paid,11,May,Television Ad,AD01-9361,0,EGP 0,2,2:30,,,B18,Ahmed,Hany
Not Paid,27,May,WhatsApp,AD01-9362,0,EGP 0,3,2:30,,,A1,Salah,Sahar
Not Paid,20,Sep,Television Ad,AD01-9361,0,EGP 0,2,2:30,,,B12,Mohammed,Kisho
Not Paid,1,Oct,Facebook Page,AD01-9361,0,EGP 0,4,2:30,,,B18,Salah,Dary
Not Paid,1,Nov,Television Ad,AD01-9362,0,EGP 0,4,2:30,,,A2,Mohammed,Rony
Not Paid,25,Nov,Company Website,AD01-9364,0,EGP 0,3,2:30,,,B13,Salah,Dary
Not Paid,3,Dec,WhatsApp,AD01-9361,0,EGP 0,1,2:30,,,A1,Abdullah,Hisham
Not Paid,10,Dec,Facebook Page,AD01-9361,0,EGP 0,1,2:30,,,A2,Mohammed,Rony
Not Paid,11,May,Television Ad,AD01-9361,0,EGP 0,2,2:30,,,B18,Ahmed,Hany
Not Paid,27,May,WhatsApp,AD01-9362,0,EGP 0,3,2:30,,,A1,Salah,Sahar
Paid,11,Feb,Television Ad,AD01-9362,4,"EGP 20,000,000 ",2,2:50,GK,KJI. L4,B12,Salah,John
Paid,12,Sep,Facebook Page,AD01-9363,2,"EGP 38,000,000 ",1,2:50,BE,Pre. L3,A1,Mohammed,Kenza
Paid,30,Sep,Facebook Page,AD01-9361,5,"EGP 25,000,000 ",2,2:50,GK,Fndn. L5,A1,Salah,Ahmed
Paid,27,Oct,Facebook Page,AD01-9362,1,"EGP 19,000,000 ",1,2:50,BE,Fndn. L1,A2,Salah,Sahar
Paid,31,Oct,Company Website,AD01-9361,2,"EGP 12,000,000 ",2,2:50,GK,Pre. L3,A2,Abdullah,Adam
Paid,25,Oct,Television Ad,AD01-9362,3,"EGP 15,000,000 ",2,2:50,GK,Fndn. L5,A7,Mohammed,Mohmed
Paid,27,Oct,WhatsApp,AD01-9364,2,"EGP 12,000,000 ",2,2:50,GK,Pre. L8,C8,Mohammed,Rony
Paid,29,Nov,WhatsApp,AD01-9365,4,"EGP 11,000,000 ",3,2:50,CNI,Pre. L3,C8,Abdullah,Reham
Paid,18,Nov,Facebook Page,AD01-9364,5,"EGP 21,000,000 ",1,2:50,GK,KJI. L4,B18,Ahmed,Khalil
Paid,16,Dec,Company Website,AD01-9362,3,"EGP 15,000,000 ",6,2:50,GK,Fndn. L5,B18,Mohammed,Mohmed
Paid,11,Feb,Television Ad,AD01-9362,4,"EGP 20,000,000 ",2,2:50,GK,KJI. L4,B12,Salah,John
Not Paid,24,Sep,Facebook Page,AD01-9362,0,EGP 0,2,2:50,,,C8,Ahmed,Khalil
Not Paid,28,Nov,Television Ad,AD01-9362,0,EGP 0,2,2:50,,,A2,Mohammed,Rony
Not Paid,11,Nov,Google Ad,AD01-9361,0,EGP 0,3,2:50,,,A4,Abdullah,Hisham
Paid,12,Jan,Television Ad,AD01-9361,2,"EGP 12,000,000 ",3,2:56,GK,Fndn. L1,A2,Mohammed,Kenza
Paid,17,Jun,Television Ad,AD01-9362,4,"EGP 20,000,000 ",1,2:56,CNI,Pre. L8,B18,Salah,Ahmed
Paid,27,Sep,Google Ad,AD01-9361,5,"EGP 25,000,000 ",1,2:56,GK,Pre. L3,B18,Salah,Dina
Paid,15,Sep,Youtube Channel,AD01-9364,2,"EGP 10,000,000 ",2,2:56,GK,Fndn. L5,C8,Mohammed,Kisho
Paid,30,Sep,Youtube Channel,AD01-9364,3,"EGP 15,000,000 ",4,2:56,GK,Fndn. L1,C8,Ahmed,Hany
Paid,8,Oct,Company Website,AD01-9364,1,"EGP 19,000,000 ",2,2:56,BE,Pre. L2,B12,Salah,Dary
Paid,6,Oct,Television Ad,AD01-9361,1,"EGP 7,000,000 ",2,2:56,GK,KJI. L4,A1,Salah,John
Paid,29,Oct,Google Ad,AD01-9361,2,"EGP 12,000,000 ",1,2:56,GK,Fndn. L3,A7,Abdullah,Reham
Paid,3,Nov,Television Ad,AD01-9361,5,"EGP 25,000,000 ",2,2:56,GK,Fndn. L5,A7,Salah,Dary
Paid,30,Dec,Facebook Page,AD01-9362,2,"EGP 38,000,000 ",2,2:56,BE,Pre. L4,A1,Salah,John
Paid,21,Dec,WhatsApp,AD01-9361,3,"EGP 15,000,000 ",3,2:56,GK,KJI. L4,A2,Abdullah,Hisham
Paid,12,Jan,Television Ad,AD01-9361,2,"EGP 12,000,000 ",3,2:56,GK,Fndn. L1,A2,Mohammed,Kenza
Paid,17,Jun,Television Ad,AD01-9362,4,"EGP 20,000,000 ",1,2:56,CNI,Pre. L8,B18,Salah,Ahmed
Not Paid,11,Nov,WhatsApp,AD01-9361,0,EGP 0,2,2:56,,,B13,Mohammed,Rony
Not Paid,1,Dec,Television Ad,AD01-9361,0,EGP 0,2,2:56,,,B12,Ahmed,Hany
Paid,15,Feb,Television Ad,AD01-9361,2,"EGP 12,000,000 ",2,3:00,GK,Fndn. L5,C8,Mohammed,Kisho
Paid,8,May,Television Ad,AD01-9362,3,"EGP 15,000,000 ",3,3:00,GK,Fndn. L5,A4,Mohammed,Kisho
Paid,16,Aug,Company Website,AD01-9361,4,"EGP 11,000,000 ",3,3:00,CNI,Fndn. L5,A2,Salah,Dary
Paid,8,Oct,Television Ad,AD01-9364,5,"EGP 25,000,000 ",2,3:00,GK,Fndn. L5,A2,Mohammed,Mohmed
Paid,21,Oct,Youtube Channel,AD01-9362,2,"EGP 12,000,000 ",4,3:00,GK,Pre. L3,B12,Salah,Sahar
Paid,20,Oct,Google Ad,AD01-9364,3,"EGP 15,000,000 ",6,3:00,GK,KJI. L4,B18,Salah,Ahmed
Paid,4,Oct,Television Ad,AD01-9365,4,"EGP 20,000,000 ",3,3:00,GK,KJI. L4,C8,Abdullah,Hisham
Paid,22,Nov,WhatsApp,AD01-9362,3,"EGP 15,000,000 ",6,3:00,GK,Pre. L8,B12,Salah,Ahmed
Paid,31,Dec,Facebook Page,AD01-9365,2,"EGP 38,000,000 ",4,3:00,BE,Pre. L3,A1,Mohammed,Kenza
Paid,15,Feb,Television Ad,AD01-9361,2,"EGP 12,000,000 ",2,3:00,GK,Fndn. L5,C8,Mohammed,Kisho
Paid,8,May,Television Ad,AD01-9362,3,"EGP 15,000,000 ",3,3:00,GK,Fndn. L5,A4,Mohammed,Kisho
Paid,16,Aug,Company Website,AD01-9361,4,"EGP 11,000,000 ",3,3:00,CNI,Fndn. L5,A2,Salah,Dary
Not Paid,4,May,Television Ad,AD01-9364,0,EGP 0,3,3:00,,,A1,Mohammed,Kisho
Not Paid,28,Sep,Television Ad,AD01-9364,0,EGP 0,3,3:00,,,C8,Ahmed,Khalil
Not Paid,10,Oct,Company Website,AD01-9362,0,EGP 0,3,3:00,,,A1,Salah,Ahmed
Not Paid,22,Nov,Google Ad,AD01-9361,0,EGP 0,1,3:00,,,A4,Abdullah,Reham
Not Paid,4,May,Television Ad,AD01-9364,0,EGP 0,3,3:00,,,A1,Mohammed,Kisho
Paid,4,May,WhatsApp,AD01-9362,1,"EGP 19,000,000 ",1,3:10,BE,Pre. L3,A2,Abdullah,Adam
Paid,17,Aug,Television Ad,AD01-9362,3,"EGP 15,000,000 ",2,3:10,GK,Fndn. L1,B12,Mohammed,Habib
Paid,30,Sep,Television Ad,AD01-9364,1,"EGP 7,000,000 ",2,3:10,GK,KJI. L4,A4,Ahmed,Khalil
Paid,18,Sep,Television Ad,AD01-9362,2,"EGP 12,000,000 ",2,3:10,GK,Fndn. L1,A7,Mohammed,Mohmed
Paid,27,Sep,WhatsApp,AD01-9362,3,"EGP 11,000,000 ",4,3:10,GK,Pre. L3,B12,Salah,Dary
Paid,12,Oct,Facebook Page,AD01-9364,2,"EGP 38,000,000 ",4,3:10,BE,Fndn. L5,B18,Mohammed,Kenza
Paid,8,Oct,Television Ad,AD01-9361,2,"EGP 12,000,000 ",2,3:10,GK,Pre. L3,B13,Salah,Ahmed
Paid,11,Nov,Google Ad,AD01-9362,5,"EGP 20,000,000 ",4,3:10,GK,Pre. L4,B18,Abdullah,Reham
Paid,2,Dec,Television Ad,AD01-9364,4,"EGP 15,000,000 ",1,3:10,GK,KJI. L4,B13,Mohammed,Rony
Paid,4,May,WhatsApp,AD01-9362,1,"EGP 19,000,000 ",1,3:10,BE,Pre. L3,A2,Abdullah,Adam
Paid,17,Aug,Television Ad,AD01-9362,3,"EGP 15,000,000 ",2,3:10,GK,Fndn. L1,B12,Mohammed,Habib
Not Paid,13,Apr,Company Website,AD01-9362,0,EGP 0,4,3:10,,,B18,Salah,Ahmed
Not Paid,27,Oct,Company Website,AD01-9362,0,EGP 0,2,3:10,,,B12,Salah,Dina
Not Paid,20,Oct,Google Ad,AD01-9362,0,EGP 0,1,3:10,,,A2,Ahmed,Hany
Not Paid,18,Nov,Facebook Page,AD01-9362,0,EGP 0,5,3:10,,,C8,Salah,Dina
Not Paid,13,Apr,Company Website,AD01-9362,0,EGP 0,4,3:10,,,B18,Salah,Ahmed
Paid,17,Jan,Google Ad,AD01-9365,3,"EGP 15,000,000 ",1,3:12,GK,Pre. L8,A1,Ahmed,Hany
Paid,11,Feb,Television Ad,AD01-9362,3,"EGP 15,000,000 ",5,3:12,GK,KJI. L4,C8,Ahmed,Khalil
Paid,1,May,Google Ad,AD01-9362,4,"EGP 20,000,000 ",3,3:12,GK,Pre. L3,A2,Mohammed,Mohmed
Paid,10,Jul,Facebook Page,AD01-9362,1,"EGP 7,000,000 ",4,3:12,GK,KJI. L4,C8,Salah,Dary
Paid,30,Sep,Television Ad,AD01-9362,1,"EGP 19,000,000 ",1,3:12,BE,Fndn. L5,A7,Mohammed,Rony
Paid,28,Sep,Google Ad,AD01-9363,4,"EGP 11,000,000 ",2,3:12,CNI,Pre. L3,A7,Mohammed,Kisho
Paid,22,Sep,Television Ad,AD01-9362,5,"EGP 25,000,000 ",3,3:12,GK,KJI. L4,B12,Abdullah,Hisham
Paid,11,Sep,Television Ad,AD01-9364,2,"EGP 12,000,000 ",3,3:12,GK,KJI. L4,C8,Mohammed,Kenza
Paid,30,Sep,WhatsApp,AD01-9361,3,"EGP 15,000,000 ",5,3:12,GK,Fndn. L5,C8,Mohammed,Mohmed
Paid,2,Oct,Google Ad,AD01-9362,5,"EGP 21,000,000 ",1,3:12,GK,Pre. L2,A1,Abdullah,Reham
Paid,25,Oct,Facebook Page,AD01-9364,5,"EGP 25,000,000 ",2,3:12,GK,Fndn. L1,A1,Salah,John
Paid,28,Oct,Youtube Channel,AD01-9361,1,"EGP 7,000,000 ",2,3:12,GK,Pre. L8,C8,Mohammed,Kisho
Paid,22,Oct,Facebook Page,AD01-9361,3,"EGP 15,000,000 ",2,3:12,GK,Fndn. L5,B18,Abdullah,Reham
Paid,25,Oct,Google Ad,AD01-9362,2,"EGP 12,000,000 ",1,3:12,GK,Fndn. L5,B18,Abdullah,Hisham
Paid,29,Oct,Google Ad,AD01-9362,2,"EGP 12,000,000 ",1,3:12,GK,Pre. L8,C8,Mohammed,Kisho
Paid,20,Nov,WhatsApp,AD01-9362,2,"EGP 38,000,000 ",4,3:12,FC,KJI. L4,B12,Ahmed,Hany
Paid,9,Nov,Facebook Page,AD01-9362,5,"EGP 25,000,000 ",2,3:12,GK,Fndn. L3,A2,Ahmed,Khalil
Paid,17,Dec,Television Ad,AD01-9361,4,"EGP 11,000,000 ",1,3:12,CNI,Pre. L4,A7,Mohammed,Kisho
Paid,10,Dec,Google Ad,AD01-9362,2,"EGP 12,000,000 ",4,3:12,GK,Fndn. L1,A7,Mohammed,Mohmed
Paid,24,Dec,Google Ad,AD01-9362,2,"EGP 12,000,000 ",2,3:12,GK,Fndn. L5,B12,Abdullah,Reham
Paid,20,Dec,WhatsApp,AD01-9361,4,"EGP 20,000,000 ",4,3:12,GK,Fndn. L1,B18,Abdullah,Hisham
Paid,17,Jan,Google Ad,AD01-9365,3,"EGP 15,000,000 ",1,3:12,GK,Pre. L8,A1,Ahmed,Hany
Paid,11,Feb,Television Ad,AD01-9362,3,"EGP 15,000,000 ",5,3:12,GK,KJI. L4,C8,Ahmed,Khalil
